,TITLE,REGION,SPECIFIC REGION,HIGHEST,lat,lon,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DIFFICULTY,LABEL
986,North Fork Quinault River and Halfway House,Olympic Peninsula,Pacific Coast,800.0,47.5757,-123.64815,0,1,0,1,1,0,0,1,0,0,0,1,moderate,10
987,Dirty Harry's Peak,Snoqualmie Region,Snoqualmie Pass,4662.0,47.4342752,-121.6326678,0,0,0,0,0,0,1,1,1,0,0,0,very strenuous,6
988,Guye Peak,Snoqualmie Region,Snoqualmie Pass,5168.0,47.44184705,-121.4225292,0,0,0,0,1,0,0,1,1,1,1,1,strenuous,4
989,Crater Lake,Central Cascades,Stevens Pass - West,3500.0,47.69959579,-121.5335083,0,0,1,0,0,0,0,0,0,0,0,0,easy,12
990,Glasses Lake,Central Cascades,Stevens Pass - East,4682.0,47.87624461,-121.0408529,0,0,1,0,1,1,0,1,0,0,0,0,moderately strenuous,12
991,Mount Jupiter,Olympic Peninsula,Hood Canal,5701.0,47.68415,-122.9569,0,0,0,0,0,0,1,1,1,0,0,0,very strenuous,6
992,Mount Ellinor,Olympic Peninsula,Hood Canal,5944.0,47.5066,-123.2320833,0,0,0,0,1,1,1,1,1,1,1,0,very strenuous,0
993,Spider Gap,Central Cascades,Entiat Mountains/Lake Chelan,7040.0,48.08303904,-120.8348894,0,0,0,0,0,0,1,1,0,0,1,0,moderate,11
994,Buck Creek Falls Loop,South Cascades,Mount Adams Area,1090.0,45.8172343,-121.5428706,0,1,1,1,0,1,0,0,0,0,0,0,moderate,2
995,Sawtooth View via Aspen Lake,North Cascades,Methow/Sawtooth,3578.0,48.4177,-120.2192,0,0,1,0,0,0,1,1,0,0,1,0,moderately strenuous,11
996,Patterson Mountain,North Cascades,Methow/Sawtooth,3520.0,48.46208,-120.2441168,0,0,0,0,0,1,1,1,0,0,0,0,moderate,0
997,Sherman Point Loop,Eastern Washington,Okanogan Highlands/Kettle River Range,1475.0,48.5852391,-118.1411501,0,1,0,0,0,0,1,0,0,1,1,0,easy,13
998,Columbia Hills State Park - Stacker Butte,Southwest Washington,Columbia River Gorge - WA,3200.0,45.694867,-121.092517,0,1,0,0,0,0,1,0,1,0,0,0,moderately strenuous,6
999,Monte Carlo via Middle Fork Camp,South Cascades,Mount Adams Area,4040.0,45.8572,-121.5961,0,1,0,0,0,1,0,1,0,0,0,0,strenuous,13
1000,Ahtanum State Forest - Eagle's Nest,South Cascades,White Pass/Cowlitz River Valley,6183.0,46.51101876,-121.1756155,0,0,0,0,0,0,1,1,1,0,1,0,easy,4
1001,Buck Mountain Snowshoe,North Cascades,Methow/Sawtooth,6135.0,48.39239591,-119.8488235,0,0,0,0,0,0,0,1,1,1,0,0,very strenuous,6
1002,Camas Meadows,Central Cascades,Blewett Pass,3200.0,47.47555,-120.5837,0,0,0,0,0,1,1,0,0,0,0,0,easy,9
1003,Ahtanum State Forest - Whites Ridge,Central Washington,Yakima,5000.0,46.523175,-121.009681,0,1,0,0,0,1,0,1,0,0,1,0,very strenuous,11
1004,Manastash Ridge - Westberg Trail,Central Washington,Yakima,3560.0,46.96786256,-120.6454451,0,0,0,0,0,0,1,1,1,1,0,0,moderately strenuous,0
1005,West Fork Teanaway River,Snoqualmie Region,Salmon La Sac/Teanaway,5750.0,47.29145584,-121.006422,0,1,0,0,0,0,1,1,0,1,1,1,very strenuous,11
1006,Weldon Wagon Road,Southwest Washington,Columbia River Gorge - WA,1900.0,45.80008438,-121.4706802,0,0,0,0,0,0,1,0,0,0,0,0,moderately strenuous,9
1007,Washtucna Coulee - Kahlotus Railroad Grade,Central Washington,Tri-Cities,900.0,46.66354231,-118.4836267,0,1,0,0,0,0,1,0,0,1,0,0,easy,13
1008,Mirror Lake via the Pacific Crest Trail (PCT),Snoqualmie Region,Snoqualmie Pass,4195.0,47.37313541,-121.4468437,0,0,1,0,0,1,1,1,0,1,0,1,moderately strenuous,8
1009,Noisy Creek,Eastern Washington,Selkirk Range,4700.0,48.788088,-117.281618,0,0,1,0,1,0,0,1,0,0,0,0,moderately strenuous,9
1010,Miller Peak Loop,Snoqualmie Region,Salmon La Sac/Teanaway,6400.0,47.368533,-120.785767,0,0,0,0,0,0,1,1,1,0,1,0,very strenuous,4
1011,Tronsen Loop Snowshoe,Central Cascades,Blewett Pass,1332.0,47.337742,-120.56656,0,1,0,0,0,0,0,1,0,0,0,0,easy,13
1012,Paramount Open Space,Puget Sound and Islands,Seattle-Tacoma Area,380.0,47.7364124,-122.3180965,0,0,0,0,0,1,1,0,0,1,0,0,easy,7
1013,Deadwood Lakes,Mount Rainier Area,Chinook Pass - Hwy 410,5600.0,46.87476601,-121.5172058,0,0,1,0,0,0,1,1,0,1,0,0,easy,12
1014,Big Tree Trail,Olympic Peninsula,Kitsap Peninsula,400.0,47.58700585,-122.7344781,0,0,0,0,1,0,0,0,0,0,0,0,easy,1
1015,Forest Park - Everett,Puget Sound and Islands,Seattle-Tacoma Area,370.0,47.96214043,-122.2194242,0,0,0,0,0,1,0,0,0,1,0,0,moderately strenuous,7
1016,Truman Trail - Pumice Plains,South Cascades,Mount St. Helens,4200.0,46.24995,-122.13615,0,0,1,0,0,0,0,1,0,1,0,0,strenuous,12
1017,Patos Island,Puget Sound and Islands,San Juan Islands,30.0,48.78458647,-122.9641342,1,0,0,0,0,0,0,1,0,1,0,1,easy,3
1018,Anderson Point,Olympic Peninsula,Kitsap Peninsula,250.0,47.43854464,-122.5397444,1,0,0,0,0,1,0,1,0,1,0,0,easy,3
1019,Lake Fenwick Park,Puget Sound and Islands,Seattle-Tacoma Area,250.0,47.36818636,-122.273006,0,0,1,0,0,0,0,0,0,1,0,0,easy,12
1020,Kelley Creek via Martin Creek Trailhead,Central Cascades,Stevens Pass - West,3472.0,47.72925705,-121.2065446,0,1,0,1,1,1,0,0,0,0,0,0,moderately strenuous,2
1021,Ralph Munro Trail,Olympic Peninsula,Olympia,190.0,47.045612,-122.972462,0,0,0,0,0,1,0,0,0,0,0,0,easy,7
1022,Irely Lake,Olympic Peninsula,Pacific Coast,615.0,47.5676,-123.6553,0,1,1,0,0,0,1,1,0,0,0,0,easy,12
1023,Elk Lakes,Olympic Peninsula,Hood Canal,1200.0,47.579317,-123.120367,0,0,1,0,1,0,1,0,0,1,0,0,moderate,1
1024,Elbo Creek,Olympic Peninsula,Hood Canal,3700.0,47.771,-122.91685,0,0,0,0,1,0,1,0,0,0,0,0,very strenuous,1
1025,East Fork Foss - Necklace Valley,Central Cascades,Stevens Pass - West,5000.0,47.6659399,-121.2881179,0,1,1,0,1,0,1,1,0,0,0,1,very strenuous,8
1026,Eagle Peak Saddle,Mount Rainier Area,SW - Longmire/Paradise,5720.0,46.7574521,-121.8057164,0,0,0,0,1,0,1,1,0,1,1,0,very strenuous,11
1027,Upper Dungeness River,Olympic Peninsula,Hood Canal,3100.0,47.87764148,-123.1369055,0,1,0,0,1,0,0,0,0,0,0,1,moderate,1
1028,Duckabush River,Olympic Peninsula,Hood Canal,1750.0,47.6851524,-123.0396867,0,1,0,0,1,1,1,1,0,1,0,0,very strenuous,7
1029,Dry Creek,Olympic Peninsula,Hood Canal,1600.0,47.50146667,-123.3205833,0,0,0,0,0,0,0,0,0,0,0,0,moderate,9
1030,Dosewallips River Road,Olympic Peninsula,Hood Canal,1550.0,47.74134918,-123.0474426,0,1,0,1,1,0,1,1,0,1,0,1,strenuous,10
1031,Dog Mountain,Southwest Washington,Columbia River Gorge - WA,2948.0,45.69926667,-121.7065833,0,1,0,0,0,0,1,0,1,0,0,0,strenuous,6
1032,Dishman Hills Natural Area - Nimbus Knob Loop,Eastern Washington,Spokane Area/Coeur d'Alene,2350.0,47.650317,-117.290989,0,0,0,0,0,0,1,1,0,1,0,0,easy,5
1033,Denny Creek,Snoqualmie Region,Snoqualmie Pass,3642.0,47.41535481,-121.4433131,0,1,0,1,1,0,1,0,0,0,0,0,moderately strenuous,2
1034,Hyas Lake,Snoqualmie Region,Salmon La Sac/Teanaway,3500.0,47.54523333,-121.0984333,0,1,1,0,1,0,0,1,0,0,0,1,easy,8
1035,Deception Creek,Central Cascades,Stevens Pass - West,3150.0,47.71205,-121.1936333,0,1,0,1,1,0,0,0,0,0,0,1,strenuous,2
1036,Dalles Ridge,Mount Rainier Area,Chinook Pass - Hwy 410,5700.0,47.051112,-121.52366,0,0,0,0,0,0,1,1,1,0,0,0,easy,6
1037,Cultus Creek,South Cascades,Mount Adams Area,5100.0,46.04795098,-121.7547629,0,0,1,0,0,0,0,0,0,0,0,0,moderate,12
1038,Crow Lake Way,Mount Rainier Area,Chinook Pass - Hwy 410,5850.0,46.95200163,-121.3071567,0,0,1,0,0,0,1,1,0,1,0,0,very strenuous,12
1039,Cramer Lake,South Cascades,White Pass/Cowlitz River Valley,5067.0,46.65464291,-121.3601089,0,0,1,0,1,0,1,0,0,1,0,1,moderately strenuous,8
1040,Cow Creek Meadows,Central Cascades,Entiat Mountains/Lake Chelan,5000.0,48.02463438,-120.6503534,0,1,1,0,0,0,1,0,0,1,0,1,very strenuous,8
1041,Angel Falls Loop,South Cascades,White Pass/Cowlitz River Valley,2300.0,46.43881667,-121.8519833,0,1,0,1,1,0,0,0,0,0,0,0,moderate,2
1042,Cougar Trails,Southwest Washington,Vancouver Area,240.0,45.7320681,-122.6324023,0,0,0,0,0,0,1,0,0,0,0,0,moderate,9
1043,Klondike Swamp,Issaquah Alps,Cougar Mountain,1270.0,47.53349781,-122.1136924,0,0,0,0,0,1,0,0,0,0,0,0,easy,7
1044,Colonel Bob Trail - Colonel Bob Peak,Olympic Peninsula,Pacific Coast,4492.0,47.49740111,-123.7932158,0,0,0,0,1,0,0,1,1,1,0,1,very strenuous,6
1045,Chybinski Loop,Issaquah Alps,Squak Mountain,1800.0,47.50657335,-122.0866515,0,1,0,0,0,1,0,1,0,0,0,0,strenuous,7
1046,Larrabee State Park - Chuckanut Falls,Puget Sound and Islands,Bellingham Area,540.0,48.70050955,-122.4894603,0,0,0,1,0,1,0,1,0,1,0,0,moderate,2
1047,Chelan Lakeshore Trail,Central Cascades,Entiat Mountains/Lake Chelan,1700.0,48.14662855,-120.4983022,0,0,1,1,0,1,1,1,0,1,0,1,very strenuous,10
1048,Chain Lakes Loop,North Cascades,Mount Baker Area,5400.0,48.84691548,-121.6925041,0,0,1,0,0,1,1,1,0,1,0,1,strenuous,8
1049,CCC Road: Upper Trailhead,Snoqualmie Region,North Bend Area,1450.0,47.5488703,-121.5378642,0,1,0,0,1,0,0,0,0,0,0,0,moderate,1
1050,Revolution Peak,Snoqualmie Region,North Bend Area,4654.0,47.46979097,-121.6686058,0,0,1,0,0,1,1,1,1,0,0,0,very strenuous,6
1051,Palouse to Cascades Trail - Rattlesnake Lake,Snoqualmie Region,North Bend Area,1100.0,47.434136,-121.77066,0,0,0,1,0,1,0,1,0,1,0,0,moderate,2
1052,Tam O'Shanter - Viewpoint Open Space Trails,Puget Sound and Islands,Seattle-Tacoma Area,320.0,47.62441753,-122.1076941,0,0,0,0,0,1,1,0,0,1,0,0,easy,7
1053,Pacific Northwest Trail - Pasayten Traverse,North Cascades,Pasayten,7490.0,48.9402,-119.7939,0,0,1,0,0,0,1,1,1,1,1,0,very strenuous,4
1054,Salmon Creek Ravine Park,Puget Sound and Islands,Seattle-Tacoma Area,410.0,47.48960279,-122.35928,0,0,0,0,0,1,1,0,0,1,0,0,moderate,7
1055,Iron Peak Loop,Snoqualmie Region,Salmon La Sac/Teanaway,6387.0,47.4361,-120.9372,0,0,0,0,0,0,1,1,1,1,0,0,very strenuous,0
1056,Domke Mountain,Central Cascades,Entiat Mountains/Lake Chelan,4067.0,48.20094788,-120.5965044,0,0,1,0,0,0,1,1,1,1,0,0,very strenuous,6
1057,Plains of Abraham - Windy Pass Loop,South Cascades,Mount St. Helens,4850.0,46.2489,-122.1361,0,0,0,0,0,0,1,1,0,1,1,0,strenuous,11
1058,Badger Mountain - Canyon Trail,Central Washington,Tri-Cities,1579.0,46.23836038,-119.3063639,0,0,0,0,0,0,1,1,1,1,0,0,moderate,0
1059,Military Road,Issaquah Alps,Cougar Mountain,1050.0,47.53545311,-122.128699,0,1,0,0,0,1,1,0,0,0,0,0,easy,7
1060,Tumwater Botanical Area,Central Cascades,Leavenworth Area,2268.0,47.65237032,-120.7253195,0,0,0,0,0,0,1,0,0,0,0,0,easy,9
1061,Candy Mountain Trail,Central Washington,Tri-Cities,1383.0,46.24638535,-119.3483803,0,0,0,0,0,0,1,1,1,1,0,0,moderate,0
1062,Scotchman Peak,Eastern Washington,Selkirk Range,7009.0,48.14767011,-116.0792336,0,0,0,0,0,1,1,1,1,1,0,0,very strenuous,0
1063,Silver Creek Trail,South Cascades,White Pass/Cowlitz River Valley,4080.0,46.699097,-121.813363,0,0,0,0,1,0,0,1,0,0,0,0,moderately strenuous,5
1064,Jack Creek Snowshoe,Snoqualmie Region,Cle Elum Area,4800.0,47.324602,-120.852786,0,1,1,0,0,0,0,0,0,1,0,0,very strenuous,13
1065,Erinswood,Central Cascades,Stevens Pass - West,600.0,47.8188,-121.5539,0,0,0,0,0,1,1,1,0,0,0,0,easy,7
1066,South Woods Park,Puget Sound and Islands,Seattle-Tacoma Area,380.0,47.73788772,-122.307378,0,0,0,0,0,1,1,0,0,1,0,0,easy,7
1067,White River Falls State Park,Southwest Washington,Columbia River Gorge - OR,1000.0,45.24415486,-121.0971592,0,1,0,1,0,0,1,0,0,1,0,0,easy,2
1068,Heather Park,Olympic Peninsula,Northern Coast,5740.0,48.03903372,-123.4314448,0,0,0,0,0,0,0,1,0,0,0,1,very strenuous,0
1069,Source Lake - Winter Route,Snoqualmie Region,Snoqualmie Pass,4100.0,47.4453502,-121.4234934,0,0,1,0,0,0,0,1,0,1,0,0,moderately strenuous,12
1070,Lower Dungeness River,Olympic Peninsula,Hood Canal,2700.0,47.9307,-123.0946333,0,1,0,1,1,1,1,1,0,1,0,1,very strenuous,10
1071,Deer Creek/Boulder SnoPark,Eastern Washington,Okanogan Highlands/Kettle River Range,7100.0,48.8647924,-118.3971959,0,0,0,0,0,0,0,1,0,1,1,0,moderate,11
1072,Pilchuck Tree Farm,Puget Sound and Islands,Bellingham Area,1400.0,48.29421989,-122.2470334,0,0,0,0,0,1,1,0,0,1,0,0,moderate,7
1073,Shinglemill Creek Preserve,Puget Sound and Islands,Seattle-Tacoma Area,400.0,47.46695388,-122.4652433,0,1,0,0,1,0,0,0,0,0,0,0,easy,1
1074,Sequalitchew Creek,Puget Sound and Islands,Seattle-Tacoma Area,250.0,47.10637631,-122.6472044,1,0,0,0,0,1,0,1,0,1,0,0,easy,3
1075,Shoeffler Butte-Heyburn State Park,Eastern Washington,Spokane Area/Coeur d'Alene,3360.0,47.37649962,-116.7616653,0,0,1,0,0,0,0,0,1,0,0,0,moderate,6
1076,Queets River,Olympic Peninsula,Pacific Coast,800.0,47.62448333,-124.0142667,0,1,0,0,1,0,0,0,0,1,0,1,strenuous,1
1077,Fletcher Canyon,Olympic Peninsula,Pacific Coast,1600.0,47.52765,-123.70645,0,1,0,0,1,0,0,0,0,0,0,0,moderately strenuous,1
1078,Segelsen Ridge Snowshoe,North Cascades,Mountain Loop Highway,4516.0,48.30199844,-121.6443553,0,0,0,0,0,0,0,1,0,0,0,0,strenuous,5
1079,Rock Creek Falls,Snoqualmie Region,North Bend Area,3400.0,47.51735,-121.454217,0,1,0,1,1,0,0,1,0,0,0,0,very strenuous,2
1080,Green Mountain,Snoqualmie Region,North Bend Area,4700.0,47.4878265,-121.6875982,0,0,0,0,0,0,0,1,1,0,1,0,very strenuous,4
1081,Olallie State Park - Olallie Trail,Snoqualmie Region,North Bend Area,3500.0,47.43733,-121.6604488,0,0,0,0,1,1,0,1,0,0,0,0,very strenuous,5
1082,O. O. Denny Park,Puget Sound and Islands,Seattle-Tacoma Area,220.0,47.7097195,-122.249656,0,1,1,0,1,0,0,0,0,1,0,0,easy,1
1083,Squaw Lake,Snoqualmie Region,Salmon La Sac/Teanaway,4850.0,47.543533,-121.096817,0,0,1,0,1,0,0,0,0,0,0,1,moderately strenuous,8
1084,Columbia National Wildlife Refuge  - Crab Creek,Central Washington,Tri-Cities,870.0,46.94952218,-119.2557389,0,1,1,0,0,0,0,1,0,1,0,0,easy,13
1085,Carkeek Park,Puget Sound and Islands,Seattle-Tacoma Area,240.0,47.70330575,-122.3634331,1,0,0,0,0,0,1,1,0,1,0,0,moderate,3
1086,Deer Ridge,Olympic Peninsula,Hood Canal,5350.0,47.96515,-123.19355,0,0,0,0,0,1,1,1,0,0,1,1,very strenuous,11
1087,Craig Mountain Wildlife Area - Wapshilla Ridge,Eastern Washington,Palouse and Blue Mountains,4900.0,46.02243,-116.836474,0,0,0,0,0,0,1,1,1,1,1,0,strenuous,0
1088,Mowich Lake Snowshoe,Mount Rainier Area,NW - Carbon River/Mowich,5000.0,46.92706851,-121.9160255,0,0,1,0,0,0,0,1,0,0,0,1,strenuous,8
1089,Big Tree Ridge,Issaquah Alps,Cougar Mountain,1430.0,47.54700424,-122.0705016,0,0,0,0,0,0,0,1,0,0,1,0,moderately strenuous,11
1090,Ipsut Falls,Mount Rainier Area,NW - Carbon River/Mowich,2650.0,46.97708333,-121.8315333,0,0,0,1,1,0,0,0,0,1,0,0,moderate,2
1091,Huffman Peak,Southwest Washington,Lewis River Region,3830.0,45.9465,-122.17785,0,0,0,0,0,0,0,1,1,0,0,0,very strenuous,6
1092,Indian Creek Snowshoe,Snoqualmie Region,Salmon La Sac/Teanaway,3600.0,47.3016947,-120.854508,0,0,0,0,0,0,0,1,0,0,0,0,strenuous,5
1093,Tongue Mountain,South Cascades,Dark Divide,4838.0,46.39653333,-121.7652833,0,0,0,0,0,0,1,1,1,0,0,0,moderate,6
1094,Tonga Ridge Snowshoe,Central Cascades,Stevens Pass - West,5100.0,47.6550825,-121.18803,0,0,0,0,0,0,0,1,0,0,1,0,moderately strenuous,11
1095,Swan Lake,Eastern Washington,Okanogan Highlands/Kettle River Range,3960.0,48.515533,-118.835633,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
1096,Talapus Lake Snowshoe,Snoqualmie Region,Snoqualmie Pass,3280.0,47.4027234,-121.5226941,0,0,1,0,0,0,0,1,0,0,0,0,strenuous,12
1097,Burnt Rock,South Cascades,Mount Adams Area,6100.0,46.26926667,-121.5785833,0,0,0,0,1,0,1,0,0,0,0,1,strenuous,8
1098,Bootjack Mountain,Central Cascades,Leavenworth Area,6789.0,47.61008333,-120.9450667,0,0,0,0,1,0,1,1,0,0,1,0,very strenuous,11
1099,Bishop Ridge,South Cascades,Dark Divide,5200.0,46.4323,-121.7626,0,0,0,0,0,0,1,0,0,1,0,0,very strenuous,13
1100,Boardman Lake Snowshoe,North Cascades,Mountain Loop Highway,3000.0,48.0336037,-121.6851377,0,0,1,0,0,0,0,1,0,0,0,0,very strenuous,12
1101,Big Burn Canyon,Central Washington,Yakima,4850.0,46.83584938,-120.7148592,0,0,0,0,0,0,0,0,0,1,0,0,very strenuous,9
1102,Ingalls Creek,Central Cascades,Blewett Pass,3450.0,47.46283333,-120.6732167,0,1,0,0,0,0,1,1,0,0,0,1,very strenuous,1
1103,Huckleberry Mountain,North Cascades,Mountain Loop Highway,5900.0,48.26919756,-121.3494229,0,0,0,0,1,1,0,1,1,0,1,0,very strenuous,4
1104,Happy Lake Ridge,Olympic Peninsula,Northern Coast,5280.0,47.97759999,-123.6929997,0,0,1,0,0,0,1,1,0,1,0,1,very strenuous,8
1105,Holden Lake,Central Cascades,Entiat Mountains/Lake Chelan,5300.0,48.20036479,-120.789957,0,0,1,0,0,1,0,1,0,0,1,0,strenuous,11
1106,High Pass,Central Cascades,Stevens Pass - East,7100.0,48.0770691,-120.8578772,0,0,1,0,0,0,1,1,0,1,1,1,very strenuous,8
1107,Hog Canyon Lake,Eastern Washington,Spokane Area/Coeur d'Alene,2200.0,47.36743171,-117.8302574,0,0,1,1,0,1,1,0,0,1,0,0,moderate,2
1108,Heather Lake (near Lake Wenatchee),Central Cascades,Stevens Pass - East,3950.0,47.86636667,-121.0753,0,0,1,0,1,1,0,1,0,0,0,0,moderately strenuous,12
1109,High Pass,North Cascades,Mount Baker Area,5965.0,48.95229648,-121.6358185,0,0,0,0,0,1,1,1,0,1,1,0,moderate,11
1110,Hall Mountain,Eastern Washington,Selkirk Range,6323.0,48.80751165,-117.2583618,0,0,0,0,0,1,1,1,1,1,0,1,very strenuous,0
1111,Grace Lakes,Central Cascades,Stevens Pass - West,4700.0,47.74434489,-121.0964584,0,0,1,0,0,0,0,1,0,0,0,0,moderate,12
1112,Tatie Peak and Grasshopper Pass,North Cascades,Pasayten,7386.0,48.70236667,-120.6726167,0,0,0,0,0,1,1,1,1,0,1,0,strenuous,4
1113,Halliday,Eastern Washington,Selkirk Range,4800.0,48.9229712,-117.3107486,0,0,0,0,0,1,1,1,0,0,0,0,strenuous,0
1114,Griff Creek,Olympic Peninsula,Northern Coast,3200.0,48.016567,-123.590117,0,0,0,0,0,0,0,1,0,1,0,0,strenuous,5
1115,Gee Point,North Cascades,Mountain Loop Highway,4974.0,48.41826449,-121.8227577,0,0,0,0,0,0,1,1,1,0,1,0,moderate,4
1116,Fortune Ponds,Central Cascades,Stevens Pass - West,4700.0,47.823,-121.2053333,0,0,0,0,1,0,1,0,0,0,0,0,very strenuous,1
1117,Ginkgo Petrified Forest Interpretive Trails,Central Washington,Potholes Region,2600.0,46.9477399,-120.0357628,0,0,0,0,1,0,1,0,0,1,0,0,easy,13
1118,Ginkgo Petrified Forest State Park Backcountry,Central Washington,Yakima,1200.0,46.94932478,-120.0091553,0,1,0,0,0,0,1,0,0,1,0,0,moderate,13
1119,Elwha River and Geyser Valley,Olympic Peninsula,Northern Coast,1300.0,47.96758333,-123.58235,0,1,0,0,1,0,1,0,0,1,0,1,moderate,1
1120,Frog Lake,North Cascades,Mountain Loop Highway,1009.0,48.2191108,-121.569261,0,0,1,0,0,0,0,0,0,1,0,0,easy,12
1121,Falls Creek,Central Cascades,Blewett Pass,6100.0,47.45337328,-120.7678213,0,1,0,1,0,0,0,0,0,0,0,0,very strenuous,2
1122,Estes Butte,Central Cascades,Stevens Pass - East,5400.0,47.9727886,-120.7907642,0,0,0,0,0,0,1,1,0,0,1,1,very strenuous,11
1123,Fisher Lake,Central Cascades,Stevens Pass - West,5171.0,47.67914277,-121.2652016,0,0,1,0,0,0,1,1,0,1,0,1,strenuous,8
1124,Eagle Creek,North Cascades,Methow/Sawtooth,7250.0,48.35259,-120.407,0,0,1,0,0,0,0,0,0,0,1,0,very strenuous,11
1125,Edds Mountain,Eastern Washington,Okanogan Highlands/Kettle River Range,6320.0,48.56152221,-118.5813103,0,0,0,0,0,1,1,1,1,1,1,1,very strenuous,4
1126,Dirty Face Ridge,Olympic Peninsula,Hood Canal,6280.0,47.88578724,-123.0898333,0,0,0,0,0,0,1,1,1,0,1,0,very strenuous,4
1127,Cougar Divide,North Cascades,Mount Baker Area,5800.0,48.8616363,-121.7859335,0,0,0,0,1,0,1,1,1,0,1,0,moderately strenuous,4
1128,Crystal Lake Snowshoe,North Cascades,Mountain Loop Highway,4485.0,48.1873433,-121.3683957,0,1,1,0,0,0,0,1,0,0,0,0,very strenuous,12
1129,Cougar Mountain (Entiat),Central Cascades,Entiat Mountains/Lake Chelan,6700.0,47.844,-120.6025333,0,1,0,0,0,0,1,1,1,0,0,1,strenuous,6
1130,Chiwaukum Creek Snowshoe,Central Cascades,Stevens Pass - East,3200.0,47.6892354,-120.7388158,0,1,1,0,0,0,0,1,0,0,0,0,strenuous,12
1131,Ira Spring Trail - Mason Lake,Snoqualmie Region,Snoqualmie Pass,4320.0,47.42571667,-121.5842833,0,0,1,1,0,0,1,1,0,0,1,1,strenuous,10
1132,Baldy Mountain,Central Washington,Yakima,3212.0,46.79519747,-120.4583609,0,1,0,0,0,0,1,1,1,0,0,0,moderately strenuous,6
1133,Bare Mountain,Snoqualmie Region,North Bend Area,5353.0,47.63955,-121.5283167,0,0,1,0,0,1,1,1,1,1,1,0,very strenuous,4
1134,Naches Peak Loop,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,5850.0,46.86735,-121.5175833,0,0,1,0,0,1,1,1,0,0,0,0,moderate,12
1135,Wallace Falls - Lake Loop,Central Cascades,Stevens Pass - West,1844.0,47.86696361,-121.6781823,0,1,1,1,0,0,0,0,0,0,0,1,strenuous,10
1136,Rooster Mountain,Snoqualmie Region,North Bend Area,5340.0,47.5596601,-121.5327761,0,0,0,0,0,0,0,1,1,0,0,0,very strenuous,6
1137,Nordrum Lake,Snoqualmie Region,North Bend Area,3675.0,47.56139216,-121.5322389,0,1,1,1,1,0,0,1,0,0,0,1,very strenuous,10
1138,Snoqualmie Lake,Snoqualmie Region,North Bend Area,3147.0,47.56139533,-121.5321048,0,1,1,1,0,0,0,1,0,1,0,1,very strenuous,10
1139,Taylor River - Otter Falls,Snoqualmie Region,North Bend Area,1750.0,47.560885,-121.532319,0,1,1,1,0,1,0,0,0,0,0,0,moderately strenuous,2
1140,Pressentin Park,North Cascades,North Cascades Highway - Hwy 20,327.0,48.52658389,-121.4341635,0,1,0,0,0,0,0,0,0,1,0,0,easy,13
1141,Main Fork Dosewallips River,Olympic Peninsula,Hood Canal,5847.0,47.73762055,-123.1643343,0,1,0,0,1,0,1,1,0,0,1,1,very strenuous,11
1142,Olympic Hot Springs,Olympic Peninsula,Northern Coast,2084.0,47.977455,-123.6924505,0,1,0,0,1,1,0,0,0,0,0,1,moderate,1
1143,Oyster Dome,Puget Sound and Islands,Bellingham Area,2025.0,48.60963536,-122.4263513,1,0,0,0,0,0,0,1,1,1,0,0,moderately strenuous,3
1144,Noble Knob,Mount Rainier Area,Chinook Pass - Hwy 410,6011.0,47.05113371,-121.5236592,0,0,0,0,0,0,1,1,0,0,0,0,moderate,5
1145,Lake Ann,Snoqualmie Region,Salmon La Sac/Teanaway,6500.0,47.43691412,-120.9372596,0,0,1,0,0,0,1,1,0,0,1,1,strenuous,8
1146,Gem Lake,Snoqualmie Region,Snoqualmie Pass,4857.0,47.4452995,-121.4234579,0,0,1,0,0,1,1,1,0,0,0,0,very strenuous,12
1147,Summit Lake,Mount Rainier Area,NW - Carbon River/Mowich,5800.0,47.03186667,-121.8268667,0,0,1,0,0,0,1,1,1,1,0,0,moderately strenuous,6
1148,Blue Lake,North Cascades,North Cascades Highway - Hwy 20,6254.0,48.51911667,-120.6742167,0,0,1,0,0,1,1,1,0,1,0,0,moderate,12
1149,Swauk Forest Discovery Trail,Central Cascades,Blewett Pass,4530.0,47.3354012,-120.5789662,0,1,0,0,1,1,1,1,0,1,0,0,moderate,7
1150,Seattle Park,Mount Rainier Area,NW - Carbon River/Mowich,6400.0,46.93334878,-121.8649757,0,0,0,1,1,0,1,1,0,0,1,0,strenuous,10
1151,Lake Wapiki,South Cascades,Mount Adams Area,5250.0,46.02864391,-121.6859436,0,0,1,0,0,0,1,0,0,0,1,1,moderately strenuous,8
1152,Margaret Lake,Snoqualmie Region,Snoqualmie Pass,5100.0,47.364183,-121.358167,0,0,1,0,0,0,0,1,0,0,1,0,moderately strenuous,11
1153,East Creek,North Cascades,North Cascades Highway - Hwy 20,6500.0,48.66739554,-120.8728802,0,1,0,0,0,1,1,1,0,0,1,0,very strenuous,11
1154,Black Peak,North Cascades,North Cascades Highway - Hwy 20,8970.0,48.5181776,-120.7339096,0,0,0,0,0,0,0,0,0,0,0,0,very strenuous,9
