TITLE,REGION,SPECIFIC REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,MOST_RECENT_REPORT_DATE,REPORT_COUNT,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DOGS ALLOWED ON LEASH,NO DOGS,KID FRIENDLY,REQUIRED PASSES,URL
Elk Lakes,Olympic Peninsula,Hood Canal,4.9,roundtrip,400,1200,2.4,5,47.579317,-123.120367,8/22/21 0:00,46,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/elk-lake
Elbo Creek,Olympic Peninsula,Hood Canal,9.6,roundtrip,2880,3700,3,6,47.771,-122.91685,5/13/21 0:00,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/elbo-creek
East Fork Lewis River,Southwest Washington,Lewis River Region,8,roundtrip,2500,4000,2.38,8,45.82359578,-122.1646214,7/4/21 0:00,19,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/east-fork-lewis-river
East Fork Foss - Necklace Valley,Central Cascades,Stevens Pass - West,18,roundtrip,3400,5000,3.23,26,47.6659399,-121.2881179,9/5/21 0:00,367,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/necklace-valley
Eagle Peak Saddle,Mount Rainier Area,SW - Longmire/Paradise,7.2,roundtrip,2910,5720,3.92,12,46.7574521,-121.8057164,10/31/21 0:00,174,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/eagle-peak-saddle
Upper Dungeness River,Olympic Peninsula,Hood Canal,6.8,roundtrip,600,3100,4.36,11,47.87764148,-123.1369055,9/8/21 0:00,145,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/upper-dungeness-river
Duckabush River,Olympic Peninsula,Hood Canal,10.6,roundtrip,2300,1750,3.65,34,47.6851524,-123.0396867,10/11/21 0:00,513,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/duckabush-river
Dry Creek,Olympic Peninsula,Hood Canal,6,roundtrip,800,1600,2.67,6,47.50146667,-123.3205833,10/3/21 0:00,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/dry-creek
Dosewallips River Road,Olympic Peninsula,Hood Canal,13,roundtrip,1200,1550,4.06,17,47.74134918,-123.0474426,9/25/21 0:00,198,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/dosewallips-river
Dog Mountain,Southwest Washington,Columbia River Gorge - WA,6,roundtrip,2800,2948,4.32,31,45.69926667,-121.7065833,10/16/21 0:00,225,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/dog-mountain
Dishman Hills Natural Area - Nimbus Knob Loop,Eastern Washington,Spokane Area/Coeur d'Alene,3,roundtrip,400,2350,3,1,47.650317,-117.290989,9/5/21 0:00,21,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/dishman-hills-natural-area-nimbus-knob-loop
Denny Creek,Snoqualmie Region,Snoqualmie Pass,6,roundtrip,1345,3642,4.03,60,47.41535481,-121.4433131,10/21/21 0:00,695,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/denny-creek
Hyas Lake,Snoqualmie Region,Salmon La Sac/Teanaway,4,roundtrip,100,3500,2.5,10,47.54523333,-121.0984333,10/3/21 0:00,158,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/hyas-lake
Deception Creek,Central Cascades,Stevens Pass - West,11,roundtrip,1200,3150,3.8,20,47.71205,-121.1936333,11/6/21 0:00,230,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/deception-creek
Dalles Ridge,Mount Rainier Area,Chinook Pass - Hwy 410,1.8,roundtrip,200,5700,4,6,47.051112,-121.52366,10/16/21 0:00,74,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/dalles-ridge
Cultus Creek,South Cascades,Mount Adams Area,4,roundtrip,1100,5100,2.67,6,46.04795098,-121.7547629,9/12/21 0:00,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/cultus-creek
Crow Lake Way,Mount Rainier Area,Chinook Pass - Hwy 410,12.4,roundtrip,3340,5850,2.6,5,46.95200163,-121.3071567,5/29/21 0:00,39,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,"Northwest Forest Pass, Sno-Parks Permit",https://www.wta.org/go-hiking/hikes/crow-lake-way
Cramer Lake,South Cascades,White Pass/Cowlitz River Valley,3.4,one-way,950,5067,3,7,46.65464291,-121.3601089,10/16/21 0:00,76,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/cramer-lake
Cow Creek Meadows,Central Cascades,Entiat Mountains/Lake Chelan,11.25,roundtrip,3500,5000,4.14,7,48.02463438,-120.6503534,10/21/21 0:00,16,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/cow-creek-meadows
Angel Falls Loop,South Cascades,White Pass/Cowlitz River Valley,3.4,roundtrip,1100,2300,3.13,15,46.43881667,-121.8519833,11/7/21 0:00,81,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/covel-creek-falls
Cougar Trails,Southwest Washington,Vancouver Area,6,trails,308,240,4.5,2,45.7320681,-122.6324023,8/3/21 0:00,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/cougar-trails-loop
Klondike Swamp,Issaquah Alps,Cougar Mountain,2.5,roundtrip,110,1270,3.2,5,47.53349781,-122.1136924,8/24/21 0:00,82,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/klondike-swamp
Colonel Bob Trail - Colonel Bob Peak,Olympic Peninsula,Pacific Coast,14,roundtrip,4292,4492,4,1,47.49740111,-123.7932158,11/2/21 0:00,50,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/colonel-bob-trail-colonel-bob-peak
Clear Fork Trail,South Cascades,,9.6,roundtrip,1200,4800,3,1,46.6555,-121.4862,6/10/21 0:00,18,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/clear-fork
Clackamas Mountain,Eastern Washington,Okanogan Highlands/Kettle River Range,10,roundtrip,,,4.33,3,48.680512,-118.9068532,6/12/21 0:00,9,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/clackamas-mountain-trail
Chybinski Loop,Issaquah Alps,Squak Mountain,7.7,roundtrip,2100,1800,3.29,7,47.50657335,-122.0866515,8/6/21 0:00,121,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/chybinski-loop
Larrabee State Park - Chuckanut Falls,Puget Sound and Islands,Bellingham Area,2.6,roundtrip,640,540,3.5,4,48.70050955,-122.4894603,4/22/21 0:00,49,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/chuckanut-falls
Chelan Lakeshore Trail,Central Cascades,Entiat Mountains/Lake Chelan,17,one-way,4030,1700,3.94,16,48.14662855,-120.4983022,8/7/21 0:00,179,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/chelan-lakeshore
Chain Lakes Loop,North Cascades,Mount Baker Area,6.5,roundtrip,1820,5400,4.47,47,48.84691548,-121.6925041,10/30/21 0:00,507,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/chain-lakes-3
CCC Road: Upper Trailhead,Snoqualmie Region,North Bend Area,6.8,roundtrip,400,1450,3.43,7,47.5488703,-121.5378642,11/1/21 0:00,127,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/ccc-road-upper-trailhead
Dip Top Gap,Snoqualmie Region,Salmon La Sac/Teanaway,,,,,5,1,47.54361124,-121.0968535,9/4/21 0:00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/diptop-gap
Baker Lake - Horseshoe Cove Snowshoe,North Cascades,Mount Baker Area,,,,,0,0,48.67860825,-121.7102709,3/3/21 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/baker-lake-horseshoe-cove
Seven Fingered Jack,Central Cascades,Entiat Mountains/Lake Chelan,,,,,5,1,48.082702,-120.835093,10/1/21 0:00,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/seven-fingered-jack
Mac Peak,Central Cascades,Stevens Pass - West,,,,6859,0,0,47.6514894,-121.1908468,8/28/19 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/mac-peak
Three Fools Pass,North Cascades,Pasayten,,,,,0,0,,,7/8/21 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/three-fools-pass
Surprise Mountain,Central Cascades,Stevens Pass - West,,,,6330,4.5,2,47.70650229,-121.1499879,8/17/20 0:00,34,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/surprise-mountain
Nanny Goat Mountain,North Cascades,Pasayten,,,,,0,0,,,8/12/11 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/nanny-goat-mountain
Glacier Lake,Snoqualmie Region,Salmon La Sac/Teanaway,,,,,5,1,46.54670124,-121.6230083,9/22/21 0:00,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/glacier-lake-1
Park Lakes,Snoqualmie Region,Salmon La Sac/Teanaway,,,,,3,1,,,9/22/21 0:00,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/park-lakes
Thor and Nimbus,Central Cascades,Stevens Pass - West,,,,,0,0,,,8/28/21 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/thor-and-nimbus
Kindy Ridge,North Cascades,North Cascades Highway - Hwy 20,,,,,0,0,,,4/15/21 0:00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/kindy-ridge
Hessong Rock and Mount Pleasant,Mount Rainier Area,NW - Carbon River/Mowich,,,,,4,1,,,7/30/21 0:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/hessong-rock-mt-pleasant
Boston Peak,North Cascades,North Cascades Highway - Hwy 20,,,,,0,0,,,6/29/21 0:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/boston-peak
Scenic Creek,Central Cascades,Stevens Pass - West,,,,,0,0,,,10/16/11 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/scenic-creek
Murphy Lakes,Central Cascades,Stevens Pass - West,,,,,0,0,47.71252588,-121.145351,9/14/17 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/murphy-lakes
Spark Plug and Little Spark Plug Peaks,Central Cascades,Stevens Pass - West,,,,,0,0,,,9/27/13 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/spark-plug-and-little-spark-plug-peaks
East Bearjack Peak - West Bearjack Peak,Central Cascades,Blewett Pass,,,,,0,0,,,9/27/21 0:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/bearjack-east-and-west
Enchantment Peak,Central Cascades,Leavenworth Area,,,,,0,0,,,9/23/21 0:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/enchantment-peak
Revolution Peak,Snoqualmie Region,North Bend Area,16,roundtrip,5454,4654,4.33,3,47.46979097,-121.6686058,7/13/21 0:00,34,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/revolution-peak
Abiel Peak,Snoqualmie Region,Snoqualmie Pass,,,,,4,1,47.35278025,-121.4703369,9/16/21 0:00,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/abiel-peak
Gardner Mountain,North Cascades,Methow/Sawtooth,,,,,0,0,,,7/14/20 0:00,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/gardner-mountain
Lichtenberg Mountain,Central Cascades,Stevens Pass - East,,,,,5,1,47.79888675,-121.0650873,6/17/20 0:00,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lichtenberg-mountain
North Gardner Mountain,North Cascades,Methow/Sawtooth,,,,,0,0,,,7/14/20 0:00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/north-gardner-mountain
Sunset Mine,Central Cascades,Stevens Pass - West,,,,,3,2,47.85924576,-121.4648438,5/1/21 0:00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/sunset-mine
Reynolds Peak,North Cascades,Methow/Sawtooth,,,,,0,0,,,8/12/19 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/reynolds-peak
Abernathy Peak,North Cascades,Methow/Sawtooth,,,,,0,0,48.43521818,-120.5195303,10/31/21 0:00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/abernathy-peak
Big Craggy Peak,North Cascades,Pasayten,,,,,0,0,,,6/19/21 0:00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/big-craggy-peak
West Craggy Peak,North Cascades,Pasayten,,,,,0,0,,,6/19/21 0:00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/west-craggy-peak
Lizard Lake,Snoqualmie Region,Snoqualmie Pass,,,,4120,0,0,,,11/27/20 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lizard-lake-snoqualmie
Sky Mountain,Central Cascades,Stevens Pass - West,,,,,0,0,47.74606834,-121.089202,12/14/19 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/sky-mountain
Palouse to Cascades Trail - Easton,Snoqualmie Region,Cle Elum Area,,,,,0,0,47.23125128,-121.1720177,3/28/21 0:00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-easton
Palouse to Cascades Trail - Rattlesnake Lake,Snoqualmie Region,North Bend Area,11,roundtrip,300,1100,2.91,11,47.434136,-121.77066,11/3/21 0:00,158,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-rattlesnake-lake
Coleman Pinnacle,North Cascades,Mount Baker Area,,,,,0,0,,,9/29/19 0:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/coleman-pinnacle
Tam O'Shanter - Viewpoint Open Space Trails,Puget Sound and Islands,Seattle-Tacoma Area,1.5,roundtrip,150,320,0,0,47.62441753,-122.1076941,6/30/21 0:00,10,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/tam-oshanter-viewpoint-open-space-trails
Thelma Gilmur Park,Puget Sound and Islands,Seattle-Tacoma Area,1.2,roundtrip,,,0,0,47.22050083,-122.5200891,11/29/20 0:00,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/thelma-gilmur-park
My Backyard,Puget Sound and Islands,,,,,,5,1,47.4425,-121.9776,6/10/20 0:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/my-backyard
Pacific Northwest Trail - Pasayten Traverse,North Cascades,Pasayten,119,one-way,21071,7490,0,0,48.9402,-119.7939,7/12/19 0:00,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/pacific-northwest-trail-pasayten-traverse
Salmon Creek Ravine Park,Puget Sound and Islands,Seattle-Tacoma Area,5,trails,800,410,2.5,2,47.48960279,-122.35928,5/6/20 0:00,8,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/salmon-creek-ravine-park
Ueland Tree Farm,Olympic Peninsula,Kitsap Peninsula,7,trails,,,4,1,47.57942072,-122.7194309,4/16/21 0:00,25,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/ueland-tree-farm
Iron Peak Loop,Snoqualmie Region,Salmon La Sac/Teanaway,14.5,roundtrip,3600,6387,3.55,11,47.4361,-120.9372,7/3/21 0:00,106,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/iron-peak-loop
Highline SeaTac Botanical Garden,Puget Sound and Islands,Seattle-Tacoma Area,2,trails,,,0,0,47.47949387,-122.3036349,8/20/21 0:00,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/highline-seatac-botanical-garden
Sherpa Peak,Snoqualmie Region,Salmon La Sac/Teanaway,,,7400,8600,0,0,47.472078,-120.888698,9/5/21 0:00,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/sherpa-peak
Domke Mountain,Central Cascades,Entiat Mountains/Lake Chelan,7.2,roundtrip,3500,4067,0,0,48.20094788,-120.5965044,4/28/19 0:00,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/domke-mountain
Plains of Abraham - Windy Pass Loop,South Cascades,Mount St. Helens,9,roundtrip,2000,4850,5,2,46.2489,-122.1361,9/13/21 0:00,40,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/plains-of-abraham-windy-pass-loop
Badger Mountain - Canyon Trail,Central Washington,Tri-Cities,3.25,roundtrip,1195,1579,3.92,12,46.23836038,-119.3063639,1/26/21 0:00,36,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/badger-mountain-canyon-trail
Military Road,Issaquah Alps,Cougar Mountain,1.4,roundtrip,410,1050,2.75,4,47.53545311,-122.128699,7/18/21 0:00,44,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/military-road
Haynes Estate Conservation Area,Eastern Washington,Spokane Area/Coeur d'Alene,1.2,roundtrip,,,0,0,47.79131891,-117.3842168,3/20/21 0:00,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/haynes-estate-conservation-area
Deming Homestead Eagle Park,Puget Sound and Islands,Bellingham Area,0.7,trails,,220,0,0,48.82357884,-122.1823025,3/13/21 0:00,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/deming-homestead-eagle-park
Tumwater Botanical Area,Central Cascades,Leavenworth Area,2,roundtrip,600,2268,5,2,47.65237032,-120.7253195,6/7/20 0:00,18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/tumwater-botanical-area
Candy Mountain Trail,Central Washington,Tri-Cities,3.6,roundtrip,555,1383,5,1,46.24638535,-119.3483803,10/29/21 0:00,18,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/candy-mountain-trail
Puyallup Loop Trail,Puget Sound and Islands,Seattle-Tacoma Area,5.5,roundtrip,,,4,6,47.18063,-122.316136,8/19/21 0:00,39,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/clarks-creek-park-loop
Scotchman Peak,Eastern Washington,Selkirk Range,7,roundtrip,3730,7009,5,2,48.14767011,-116.0792336,10/10/21 0:00,18,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/scotchman-peak
Silver Creek Trail,South Cascades,White Pass/Cowlitz River Valley,4.5,one-way,1200,4080,0,0,46.699097,-121.813363,7/6/20 0:00,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/silver-creek-trail-258
Jack Creek Snowshoe,Snoqualmie Region,Cle Elum Area,29.4,roundtrip,4400,4800,0,0,47.324602,-120.852786,12/10/20 0:00,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/jack-creek-snowshoe
Erinswood,Central Cascades,Stevens Pass - West,0.7,roundtrip,50,600,0,0,47.8188,-121.5539,10/16/21 0:00,9,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/erinswood
Marymoor Park,Puget Sound and Islands,Seattle-Tacoma Area,4,trails,,,3,3,47.65972066,-122.1187861,8/15/21 0:00,12,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/marymoor-park
Burton Acres Park,Puget Sound and Islands,Seattle-Tacoma Area,1.2,roundtrip,,,5,1,47.39357356,-122.4511671,3/6/21 0:00,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/burton-acres-park-vashon
South Woods Park,Puget Sound and Islands,Seattle-Tacoma Area,0.75,roundtrip,100,380,2,1,47.73788772,-122.307378,1/6/18 0:00,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/south-woods-park
Roughhouse Mountain,Central Cascades,Blewett Pass,,,,4760,0,0,47.35601,-120.67441,5/28/21 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/roughhouse-mountain
White River Falls State Park,Southwest Washington,Columbia River Gorge - OR,0.5,roundtrip,250,1000,0,0,45.24415486,-121.0971592,2/27/21 0:00,3,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/white-river-falls-state-park
Heather Park,Olympic Peninsula,Northern Coast,10,roundtrip,3940,5740,3.71,17,48.03903372,-123.4314448,8/14/21 0:00,89,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/heather-park
Source Lake - Winter Route,Snoqualmie Region,Snoqualmie Pass,5,roundtrip,1000,4100,3.33,6,47.4453502,-121.4234934,9/4/21 0:00,87,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/source-lake-snowshoe
Snow Lake - Winter,Snoqualmie Region,Snoqualmie Pass,10,roundtrip,2000,5100,4.25,4,47.4453502,-121.4234934,5/16/21 0:00,107,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/snow-lake-snowshoe
Saddle Mountains West,Central Washington,,,,,3740,0,0,,,5/9/18 0:00,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/saddle-mountains-west
Lower Dungeness River,Olympic Peninsula,Hood Canal,12.6,roundtrip,2500,2700,3.75,8,47.9307,-123.0946333,9/6/21 0:00,70,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/lower-dungeness-river
Deer Creek/Boulder SnoPark,Eastern Washington,Okanogan Highlands/Kettle River Range,5.5,trails,240,7100,0,0,48.8647924,-118.3971959,1/1/21 0:00,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,Sno-Parks Permit,https://www.wta.org/go-hiking/hikes/deer-creek-boulder-snopark
Pilchuck Tree Farm,Puget Sound and Islands,Bellingham Area,4.75,roundtrip,800,1400,4,1,48.29421989,-122.2470334,8/21/21 0:00,11,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/pilchuck-tree-farm
Willapa Hills Trail,Southwest Washington,Lewis River Region,56.5,one-way,,,0,0,46.64754392,-122.9741013,9/9/21 0:00,20,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/willapa-hills-trail
Shinglemill Creek Preserve,Puget Sound and Islands,Seattle-Tacoma Area,3,roundtrip,300,400,3.67,3,47.46695388,-122.4652433,12/29/20 0:00,13,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/shinglemill-creek-preserve
Spencer Island,Puget Sound and Islands,Seattle-Tacoma Area,6.6,roundtrip,,15,3.25,16,47.994157,-122.1792946,10/31/21 0:00,147,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,No pass,https://www.wta.org/go-hiking/hikes/spencer-island
Sequalitchew Creek,Puget Sound and Islands,Seattle-Tacoma Area,3,roundtrip,218,250,4.07,14,47.10637631,-122.6472044,8/27/21 0:00,131,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/dupont-sequalitchew-creek
Shoeffler Butte-Heyburn State Park,Eastern Washington,Spokane Area/Coeur d'Alene,2.5,roundtrip,1120,3360,0,0,47.37649962,-116.7616653,1/8/20 0:00,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/shoeffler-butte-heyburn-state-park
Queets River,Olympic Peninsula,Pacific Coast,22,roundtrip,600,800,3.91,11,47.62448333,-124.0142667,9/24/21 0:00,27,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/queets-river
Fletcher Canyon,Olympic Peninsula,Pacific Coast,4.6,roundtrip,1300,1600,3,8,47.52765,-123.70645,5/15/21 0:00,35,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/fletcher-canyon
